qty,unit_price,product_photos_qty,customers,month,volume,lag_price,weekend_ratio,competitive_price_index,freight_ratio,ratings_ratio,competitive_weight_index,competitive_Namelenght_index,competitive_Descriptionlenght_index,holiday_month
-0.8579436447584964,-0.9166842449178799,1.0,-1.6819951170638117,-0.20817945092665122,-1.0,-0.9317728201504041,-0.8270751449724776,0.0,0.040560947108327756,0.0035243876332677203,0.49559918428440114,1.4285755874555184,1.2985772802849618,-0.42640143271122083
-0.37994647125019126,-0.9166842449178799,1.0,-1.2758167296614051,0.092524200411845,-1.0,-0.9303885865912993,1.82001284015418,0.0,0.040560947108327756,0.0035243876332677203,0.49559918428440114,1.4285755874555184,1.2985772802849618,-0.42640143271122083
-0.37994647125019126,-0.9166842449178799,1.0,-1.1404239338606028,0.39322785175034125,-1.0,-0.9303885865912993,-1.2343194503765789,-1.312933400349191,-0.5765181042605757,-1.087754183179515,-1.198113366491087,0.7014872713649604,0.8043171970892098,-0.42640143271122083
1.2133774404441593,-0.9166842449178799,1.0,0.21350402414741879,0.6939315030888376,-1.0,-0.9303885865912993,0.7509965384684142,-1.312933400349191,1.5615174671537497,-1.087754183179515,-1.198113366491087,0.7014872713649604,0.8043171970892098,-0.42640143271122083
1.2133774404441593,-0.9166842449178799,1.0,0.34889681994822097,0.9946351544273337,-1.0,-0.9303885865912993,0.29284669488880183,-1.312933400349191,-1.3856890696566846,-1.087754183179515,-1.198113366491087,0.7014872713649604,0.8043171970892098,-0.42640143271122083
1.6913746139524644,-0.9166842449178799,1.0,1.4320391863546382,1.29533880576583,-1.0,-0.9303885865912993,-0.8270751449724776,-0.9375244231706421,-0.4468461958864688,-1.087754183179515,-0.9643188459575531,0.8018521556944151,0.8725432364585866,2.345207879911715
2.3287041786302045,-0.9166842449178799,1.0,2.3797887569602536,1.5960424571043261,-1.0,-0.9303885865912993,1.82001284015418,-0.9367567156508496,0.9259169333222756,-1.087754183179515,-0.9637414704909139,0.8021000153182919,0.8727117264695069,2.345207879911715
0.0980507022581139,-0.9166842449178799,1.0,-0.1926743632549877,-1.7116977076191324,-1.0,-0.9303885865912993,-1.2343194503765789,-0.9352213006112646,-0.5403299882113398,-1.087754183179515,-0.9625852504088644,0.8025963652521112,0.8730491352191109,-0.42640143271122083
-0.8579436447584964,-0.9166842449178799,1.0,-0.5988527506573942,-1.4109940562806362,-1.0,-0.9303885865912993,0.07468010270803165,-0.9350506991108012,0.2334159555657334,-1.087754183179515,-0.9624566605566178,0.8026515671688086,0.8730866603771082,-0.42640143271122083
0.7353802669358541,-1.1008210261363456,1.0,0.21350402414741879,-1.11029040494214,-1.0,-0.9303885865912993,0.29284669488880183,-1.0319524481051239,0.04632418416025375,-1.087754183179515,-0.2335326379088218,1.1155689745188804,1.0858016502449725,-0.42640143271122083
-1.1766084270973667,-1.1149853939223813,1.0,-0.8696383422589986,-0.8095867536036436,-1.0,-1.110338949274903,0.7509965384684142,-1.0438519146619079,-1.95740480200126,-1.087754183179515,-0.172987749437702,1.1415600914803743,1.1034698912927885,-0.42640143271122083
-0.22061408008075623,-1.1149853939223813,1.0,-0.463459954856592,0.092524200411845,-1.0,-1.1255655184250541,0.29284669488880183,-1.0549836736989,-0.99176152050824,-1.087754183179515,-0.18131561339976765,1.1379850500236426,1.10103964967189,-0.42640143271122083
-0.8579436447584964,-1.1149853939223813,1.0,0.34889681994822097,0.39322785175034125,-1.0,-1.1241812848659494,-1.2343194503765789,-1.0274485645008127,-1.5541075446386325,-1.087754183179515,-0.16052787050940265,1.1469089521146787,1.1071059396841707,-0.42640143271122083
-1.3359408182668018,1.505705933849966,-1.0,-1.1404239338606028,0.39322785175034125,1.0,1.4355434126303557,-1.2343194503765789,1.312933400349191,0.6280588374584581,1.0864725876765085,0.15626245852266893,-1.0352491003510307,-1.000635013180701,-0.42640143271122083
-1.3359408182668018,1.505705933849966,-1.0,0.21350402414741879,0.6939315030888376,1.0,1.4369276461894607,0.7509965384684142,1.312933400349191,-1.6958964445315323,1.0864725876765085,0.15626245852266893,-1.0352491003510307,-1.000635013180701,-0.42640143271122083
-1.1766084270973667,1.505705933849966,-1.0,0.34889681994822097,0.9946351544273337,1.0,1.4369276461894607,0.29284669488880183,1.312933400349191,1.318132214517477,1.0864725876765085,0.15626245852266893,-1.0352491003510307,-1.000635013180701,-0.42640143271122083
-0.22061408008075623,0.8130683491128143,-1.0,1.4320391863546382,1.29533880576583,1.0,1.4369276461894607,-0.8270751449724776,0.9375244231706421,0.5093251489473285,1.0864725876765085,0.9044049242299766,-0.9274497801453205,-0.9848222071810278,2.345207879911715
0.41671548459698404,0.8116519123342109,-1.0,2.3797887569602536,1.5960424571043261,1.0,0.7600374357872902,1.82001284015418,0.9367567156508496,-0.9137346707190772,1.0864725876765085,0.9062525257232249,-0.9271835605493047,-0.9847831561107884,2.345207879911715
-0.5392788624196263,0.8088190387770038,-1.0,-0.1926743632549877,-1.7116977076191324,1.0,0.7586532022281857,-1.2343194503765789,0.9352213006112646,0.5951646153263153,1.0864725876765085,0.9099524299857802,-0.9266504439537202,-0.9847049546037188,-0.42640143271122083
0.257383093427549,0.8085042753631887,-1.0,-0.5988527506573942,-1.4109940562806362,1.0,0.7558847351099766,0.07468010270803165,0.9350506991108012,-0.1553773800621833,1.0864725876765085,0.9103639175129724,-0.9265911530061566,-0.9846962573665786,-0.42640143271122083
