qty,unit_price,product_photos_qty,customers,month,volume,lag_price,weekend_ratio,competitive_price_index,freight_ratio,ratings_ratio,competitive_weight_index,competitive_Namelenght_index,competitive_Descriptionlenght_index,holiday_month
-0.552358507,-0.276138405,-1.483239697,-1.167354108,-1.034615151,-0.036399086,-0.286764017,-1.155119787,-0.606915585,-0.66035244,-0.274212288,1.318506724,-1.947544931,-0.637653112,-0.377964473
-0.736734087,0.068762637,-1.483239697,-1.219753227,-0.717491733,-0.036399086,-0.285417864,2.054114818,-0.606915585,-0.66035244,-0.274212288,0.90206274,-2.315220501,-0.712406229,-0.377964473
0.308060864,0.47383813,-1.483239697,-0.997056974,-0.400368315,-0.036399086,0.05740246,-1.155119787,0.106246237,-0.119598234,-0.653296448,1.363697163,-1.907646599,-0.629541274,-0.377964473
-0.429441454,0.241213159,-1.483239697,-1.10185521,-0.083244897,-0.036399086,0.460034214,-0.788350118,-0.056266056,0.215680974,-0.653296448,1.425961897,-1.852673487,-0.618364542,-0.377964473
-0.306524401,0.241213159,-1.483239697,-0.47306579,0.233878521,-0.036399086,0.228812622,1.595652732,0.219058709,1.318008919,-0.653296448,1.76967955,-1.549207502,-0.556666051,-0.377964473
-0.490899981,0.466933736,-1.483239697,0.037825614,0.551001939,-0.036399086,0.228812622,-1.155119787,0.455592012,0.985874065,-0.653296448,1.76967955,-1.549207502,-0.556666051,-0.377964473
-0.367982928,0.512077851,-1.483239697,0.064025173,0.868125357,-0.036399086,0.453171473,0.63288235,0.502898673,1.162625716,-0.653296448,1.76967955,-1.549207502,-0.556666051,-0.377964473
-0.060690295,0.512077851,-1.483239697,0.47011834,1.185248775,-0.036399086,0.498043243,0.220266472,0.502898673,1.560240657,-0.653296448,1.76967955,-1.549207502,-0.556666051,-0.377964473
0.123685285,0.512077851,-1.483239697,2.9983758,1.502372193,-0.036399086,0.498043243,-0.788350118,0.690791836,0.599485419,-0.653296448,2.161987488,-1.202841484,-0.486245437,2.645751311
-0.245065875,0.512077851,-1.483239697,0.967909964,1.81949561,-0.036399086,0.498043243,1.595652732,0.629917057,0.969198617,-0.653296448,2.024386437,-1.324328519,-0.510945295,2.645751311
-0.67527556,0.525621086,-1.483239697,0.352220324,-1.668861987,-0.036399086,0.498043243,-1.155119787,0.800930635,1.267551409,-0.653296448,2.401683169,-0.991215793,-0.443219245,-0.377964473
-0.798192613,0.56625079,-1.483239697,0.653515254,-1.351738569,-0.036399086,0.511504774,0.023782721,0.823616032,1.389928548,-0.653296448,2.349328888,-1.037439032,-0.452617017,-0.377964473
